facility_id,facility_name,facility_type,address_city,address_state,ownership_sector_final,is_public_health_facility,bed_count,doctor_count,facility_complexity_tier,specialist_domain_count,has_specialist_evidence,nfhs_district_name_norm,nfhs_state_ut_norm,persona_label,top_need_categories
39aaf176-b31f-4906-8c8e-f72a2049cb6c,Dr. Saudamini Mohapatra - Maternity Care Hospital & IVF Centre,hospital,Bhubaneshwar,Odisha,private,false,25,7,secondary,1,true,Khordha,Odisha,ncd_rising,cancer_screening|ncd_diabetes|ncd_diabetes|adult_overnutrition_obesity|anaemia
71a5b59c-23ad-4744-8a5a-f1d8c8afdf58,Hans Charitable Hospital,hospital,Delhi,Delhi,trust_charitable,false,null,null,secondary,1,true,North,NCT of Delhi,child_health_nutrition_hotspot+ncd_rising,child_immunization|family_planning_unmet|cancer_screening|ncd_hypertension|antenatal_care
15d8f397-d4e9-474a-a2d2-8b3333aca8a6,Jansewak Homoeopathic Dispensary Dehradun,clinic,Dehradun,Uttarakhand,private,false,null,null,tertiary,0,false,Dehradun,Uttarakhand,child_health_nutrition_hotspot+ncd_rising,child_immunization|infant_young_child_feeding|cancer_screening|ncd_hypertension|anaemia
fbbc3eb3-9928-44ee-9bbb-59f38e8b817e,My Rehab Care,clinic,Bangalore,Karnataka,private,false,null,null,primary,0,false,Bangalore,Karnataka,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|child_immunization|cancer_screening|ncd_diabetes|ncd_diabetes
7a0aefed-e062-4761-b77c-7d06aac41957,Medicon Multispeciality Clinic,clinic,Gurugram,Haryana,private,false,null,null,secondary,0,false,Gurgaon,Haryana,child_health_nutrition_hotspot+ncd_rising,child_immunization|cancer_screening|infant_young_child_feeding|anaemia|child_immunization
fe3e8600-c9cf-4fdb-b98a-f08910743dbb,Wavikar Eye Institute,clinic,Thane,Maharashtra,private,false,null,11,tertiary,1,true,Thane,Maharashtra,child_health_nutrition_hotspot+ncd_rising,child_immunization|child_malnutrition|family_planning_unmet|cancer_screening|infant_young_child_feeding
0a7c2d06-2fd4-46ac-9508-a072d19362a2,Brar Eye Hospital,hospital,Kotkapura,Punjab,private,false,null,null,tertiary,0,false,Faridkot,Punjab,child_health_nutrition_hotspot+ncd_rising,child_immunization|family_planning_unmet|infant_young_child_feeding|cancer_screening|ncd_hypertension
dbb5e053-5882-4319-983b-3da9e80dd9b6,Capital Dental Clinic,dentist,Gandhinagar,Gujarat,private,false,null,null,secondary,0,false,Gandhinagar,Gujarat,ncd_rising+child_health_nutrition_hotspot,family_planning_unmet|child_malnutrition|cancer_screening|child_immunization|infant_young_child_feeding
80ac7e0b-2d4d-4e56-97a0-27989bcb1762,Sanjeevan Hospital,hospital,Amritsar,Punjab,private,false,50,null,tertiary,0,false,Patiala,Punjab,ncd_rising,cancer_screening|ncd_diabetes|ncd_hypertension|ncd_hypertension|infant_young_child_feeding
888c008d-f24e-4195-a356-1337530b8d74,"Sai Baba Eye Hospital, Raipur, Chhattisgarh, India",hospital,Raipur,Chhattisgarh,private,false,null,1,tertiary,0,false,Durg,Chhattisgarh,child_health_nutrition_hotspot+ncd_rising,child_malnutrition|cancer_screening|child_immunization|infant_young_child_feeding|anaemia
cb9c39e1-8cf0-4e23-ac40-3393dcd102ea,Chaitanya Hospital,hospital,Bengaluru,Karnataka,private,false,30,null,tertiary,1,true,Bangalore,Karnataka,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|child_immunization|cancer_screening|ncd_diabetes|ncd_diabetes
9e1470f0-1dcc-4eb6-b0c6-13e00e1e583f,Genesis Fertility And Surgical Center,clinic,Model Town Jalandhar,Punjab,private,false,null,3,tertiary,0,false,Jalandhar,Punjab,ncd_rising,cancer_screening|ncd_hypertension|ncd_hypertension|infant_young_child_feeding|ncd_diabetes
f13401bb-2f1b-4ad3-b43a-6e445f8f5960,Ok Dental Clinic,clinic,Godda,Jharkhand,private,false,null,null,tertiary,0,false,Godda,Jharkhand,child_health_nutrition_hotspot,child_immunization|child_malnutrition|cancer_screening|female_education|infant_young_child_feeding
3ddad48f-56c1-41c3-a97a-c75ed729cbbf,Apex Hospital,hospital,New Delhi,Delhi,private,false,30,null,tertiary,0,false,South West,NCT of Delhi,child_health_nutrition_hotspot+ncd_rising,child_immunization|cancer_screening|ncd_diabetes|anaemia|child_immunization
13a6b565-2db2-46de-b1e0-a9751bc5733d,SK Diagnostic Centre Haripad,clinic,Haripad,Kerala,private,false,null,null,secondary,0,false,Alappuzha,Kerala,ncd_rising+child_health_nutrition_hotspot,child_immunization|family_planning_unmet|cancer_screening|ncd_diabetes|ncd_hypertension
404c60bb-c918-4d1e-896e-e98265bba0f5,Redkar Hospital and Research Centre,hospital,Dhargal,Goa,private,false,43,32,tertiary,3,true,North Goa,Goa,ncd_rising+child_health_nutrition_hotspot,child_immunization|cancer_screening|child_malnutrition|ncd_diabetes|ncd_diabetes
7f319de8-cfab-4922-b584-4be076471aed,Eye Solutions - The complete eye hospital,hospital,Mumbai,Maharashtra,private,false,null,4,tertiary,0,false,Mumbai,Maharashtra,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|infant_young_child_feeding|ncd_diabetes|ncd_diabetes
c47ac660-35b9-40bd-a439-503ed52cd0ac,Creadent Multispeciality Dental Clinic,clinic,Kolkata,West Bengal,private,false,null,1,tertiary,0,false,North Twenty Four Pargana,West Bengal,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|ncd_diabetes|ncd_diabetes|anaemia
6e79eb1b-3815-4c77-bee8-e4d3d97ea284,"Hamsa Homeopathy Medical College, Hospital & Research Centre",hospital,Siddipet,Telangana,private,false,null,null,primary,0,false,Siddipet,Telangana,ncd_rising+child_health_nutrition_hotspot,child_immunization|family_planning_unmet|cancer_screening|infant_young_child_feeding|ncd_hypertension
fa6249ad-63f4-43be-ba98-be8c63a65b1e,Kins Hospital,hospital,Siliguri,West Bengal,private,false,80,null,tertiary,0,false,Darjiling,West Bengal,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|ncd_hypertension|infant_young_child_feeding|ncd_hypertension
f985beb9-c849-42f1-a35d-ccae72b8da43,"Gynaecare Women’s Hospital – 2nd floor, Twinkle Complex, Nr. Dhananjay Tower, 100 Ft. Anandnagar Road, Satellite, Ahmedabad, Gujarat - 380051, India",hospital,Ahmedabad,Gujarat,private,false,null,null,primary,0,false,Ahmadabad,Gujarat,child_health_nutrition_hotspot+ncd_rising,child_immunization|child_malnutrition|cancer_screening|infant_young_child_feeding|ncd_diabetes
28436801-24ff-417c-8f9f-65272b888a0b,Shashwat Hospital,hospital,Pune,Maharashtra,private,false,null,13,tertiary,2,true,Nanded,Maharashtra,child_health_nutrition_hotspot,child_immunization|child_malnutrition|family_planning_unmet|cancer_screening|infant_young_child_feeding
3e33885a-b56c-4e8d-88fd-dfd7ed13d52f,Nawaz Urology & Maternity Home,hospital,Bhopal,Madhya Pradesh,private,false,15,2,secondary,0,false,Bhopal,Madhya Pradesh,ncd_rising,cancer_screening|anaemia|family_planning_unmet|infant_young_child_feeding|ncd_diabetes
c2c5bcfc-4f72-4a2e-97bd-a6b42615b91e,"Apollo Clinic, 201, 2nd Floor, The Landmark Sanjay Heights, Nalamganj, Proof Road, Balasore, Odisha, India",clinic,Balasore,Odisha,private,false,null,3,tertiary,0,false,Baleshwar,Odisha,mixed_need_profile,child_malnutrition|cancer_screening|child_illness_care|family_planning_unmet|ncd_hypertension
18897f07-44c6-44be-ab39-1ba676fbdbfd,District Ayurveda Hospital,hospital,Alappuzha,Kerala,government_public,true,null,null,primary,0,false,Kannur,Kerala,ncd_rising,child_immunization|family_planning_unmet|cancer_screening|ncd_diabetes|ncd_diabetes
5cfab278-e78d-4bc7-bb78-bfe5c7a86ff2,Karnataka ENT Hospital And Research Center(R),hospital,Chitradurga,Karnataka,private,false,null,null,tertiary,0,false,Chitradurga,Karnataka,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|ncd_hypertension|ncd_hypertension|anaemia
53d55025-156b-4156-9d89-c31067dc0fc1,Shree Sai Homeopathic Hospital,hospital,Anand,Gujarat,private,false,null,8,tertiary,0,false,Anand,Gujarat,child_health_nutrition_hotspot+ncd_rising,child_malnutrition|family_planning_unmet|child_immunization|cancer_screening|infant_young_child_feeding
2bd7a9fd-1b70-4c82-a743-5064667cf075,"I.T.S Dental College, Ghaziabad",clinic,Ghaziabad,Uttar Pradesh,private,false,null,150,tertiary,0,false,Ghaziabad,Uttar Pradesh,child_health_nutrition_hotspot+ncd_rising,child_immunization|infant_young_child_feeding|cancer_screening|child_malnutrition|ncd_diabetes
9b5a54c5-9948-4953-b2f1-ac8fede7bf35,"Orthosquare Dental Clinic - No. 837 26th main road,11th cross,1st block, 1st sector,1st floor Hsr layout, Bangalore, Bangalore, Karnataka, India",clinic,Bangalore,Karnataka,private,false,null,3,tertiary,0,false,Bangalore,Karnataka,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|child_immunization|cancer_screening|ncd_diabetes|ncd_diabetes
2eb7d5f3-e610-4125-b9cf-f7f3cf7f326e,Krishna Dental Clinic,dentist,Deoghar,Jharkhand,private,false,null,null,secondary,0,false,Deoghar,Jharkhand,child_health_nutrition_hotspot,child_immunization|child_malnutrition|family_planning_unmet|cancer_screening|female_education
2ffa0638-ea61-4e7c-98f3-4d7b24f8d0bd,Apex Hospital,hospital,Palwal,Haryana,private,false,null,1,tertiary,1,true,Palwal,Haryana,child_health_nutrition_hotspot,child_immunization|cancer_screening|child_malnutrition|infant_young_child_feeding|anaemia
ccb0004a-70c8-4f28-b667-d2d4f73970d1,Panvel Hospital,hospital,Panvel,Maharashtra,null,false,72,1,tertiary,1,true,Raigarh,Maharashtra,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|infant_young_child_feeding|ncd_hypertension|anaemia
8c37251d-2f84-46d4-8f70-5f46dd717453,Dhanvantari Sex Psychiatric Skin Allergy Care,clinic,Surat,Gujarat,private,false,null,null,tertiary,1,true,Surat,Gujarat,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|infant_young_child_feeding|anaemia|ncd_diabetes
79f1d3b9-1422-43af-b3bf-276735e1e2d1,Aswini Hospitals,hospital,Guntur,Andhra Pradesh,private,false,null,null,tertiary,0,false,Guntur,Andhra Pradesh,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|ncd_diabetes|ncd_diabetes|cancer_screening|infant_young_child_feeding
5440dafe-be8d-46ac-bb2b-8b3c21fc0866,Sudeep Hospital,hospital,Surat,Gujarat,private,false,null,null,tertiary,0,false,Surat,Gujarat,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|infant_young_child_feeding|anaemia|ncd_diabetes
bac17607-5dcb-4b62-9ff8-7b190afc2f33,Surya Nursing Home Karimnagar,hospital,Karimnagar,Telangana,private,false,null,null,tertiary,0,false,Medak,Telangana,child_health_nutrition_hotspot+ncd_rising,child_immunization|family_planning_unmet|cancer_screening|child_malnutrition|infant_young_child_feeding
22f50b78-7afc-4ed4-bc06-f79d5b5f96dc,Fathima Hospital,hospital,Arcot,Tamil Nadu,private,false,null,1,tertiary,0,false,null,null,null,
38ed9af6-4dc5-4e81-9459-d08f6138b84c,Rao Hospital,hospital,Jaipur,Rajasthan,private,false,50,3,tertiary,0,false,Jaipur,Rajasthan,child_health_nutrition_hotspot,cancer_screening|infant_young_child_feeding|anaemia|child_immunization|micronutrient_fortification
438795a8-84b3-4efb-b054-496b646d6e06,Naik Multispeciality Hospital,hospital,Jabalpur,Madhya Pradesh,private,false,null,null,tertiary,0,false,Jabalpur,Madhya Pradesh,ncd_rising,cancer_screening|child_malnutrition|ncd_diabetes|anaemia|female_education
e74340d2-152e-4a7c-b499-35e19487a36a,Hande Medical Centre,clinic,Chennai,Tamil Nadu,private,false,null,8,tertiary,0,false,Chennai,Tamil Nadu,ncd_rising,child_malnutrition|cancer_screening|ncd_diabetes|ncd_diabetes|ncd_hypertension
754480d4-bd62-4ce7-ad82-5e167960d9b9,Kavitha Hospital,hospital,Erode,Tamil Nadu,private,false,50,null,tertiary,1,true,Erode,Tamil Nadu,ncd_rising,cancer_screening|ncd_hypertension|child_malnutrition|ncd_diabetes|ncd_hypertension
3c1e6cab-a85b-4240-af60-b545dfdae040,Dr.Gawande Cancer Day Care Center,clinic,Pune,Maharashtra,private,false,null,null,tertiary,0,false,Pune,Maharashtra,child_health_nutrition_hotspot,child_immunization|family_planning_unmet|child_malnutrition|cancer_screening|infant_young_child_feeding
babd1d75-2d6a-4fd7-8dc8-900ae05355f1,LYF Hospital,hospital,Indirapuram,Uttar Pradesh,private,false,null,11,tertiary,4,true,Ghaziabad,Uttar Pradesh,child_health_nutrition_hotspot+ncd_rising,child_immunization|infant_young_child_feeding|cancer_screening|child_malnutrition|ncd_diabetes
28dee8e3-12f6-4094-9dcc-911b619fa1bc,Surya Netralaya & Dental Clinic/ Eye Hospital,clinic,Gorakhpur,Uttar Pradesh,private,false,null,null,tertiary,1,true,Gorakhpur,Uttar Pradesh,child_health_nutrition_hotspot,child_immunization|child_malnutrition|cancer_screening|family_planning_unmet|infant_young_child_feeding
6cd0050d-bfe8-4501-9d54-58d31179d3b8,Dr. Ranjan's City Dental Care and Implant Centre,dentist,Ranchi,Jharkhand,private,false,null,null,secondary,0,false,Ranchi,Jharkhand,child_health_nutrition_hotspot,child_immunization|child_malnutrition|cancer_screening|anaemia|family_planning_unmet
4a284f91-0b8c-46dd-8fe4-32e0d68fc35f,Urmila Dental Clinic,clinic,Kheri,Uttar Pradesh,private,false,null,null,secondary,0,false,Kheri,Uttar Pradesh,mixed_need_profile,child_immunization|family_planning_unmet|infant_young_child_feeding|cancer_screening|child_malnutrition
24047301-4c34-4398-84b4-735e5465f34f,"St. Luke's Hospital, Nazareth",hospital,Nazareth,Tamil Nadu,private,false,null,null,tertiary,0,false,Virudhunagar,Tamil Nadu,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|ncd_diabetes|ncd_diabetes|anaemia
49a91a01-f5f2-42cf-9030-e9e5b7265919,Chetna Dental Clinic,clinic,Udaipur,Rajasthan,private,false,null,null,secondary,0,false,Udaipur,Rajasthan,child_health_nutrition_hotspot,cancer_screening|infant_young_child_feeding|child_immunization|female_education|anaemia
a187a907-5695-427e-9afe-f8769d1b169b,Arka Center for Hormonal Health,clinic,Chennai,Tamil Nadu,private,false,null,1,tertiary,0,false,Thiruvallur,Tamil Nadu,ncd_rising+child_health_nutrition_hotspot,cancer_screening|ncd_hypertension|ncd_diabetes|ncd_diabetes|anaemia
f947f247-8b7a-4ea0-a6b6-92a18e13e025,Kansal Dental Clinic and Orthodontic Centre,clinic,Meerut,Uttar Pradesh,private,false,null,1,secondary,0,false,Meerut,Uttar Pradesh,ncd_rising+child_health_nutrition_hotspot,infant_young_child_feeding|cancer_screening|anaemia|child_immunization|child_malnutrition
7ff4f08b-72f6-4caa-a312-d39dc22ee6be,Dr. Rajendra Prasad Government Medical College Kangra at Tanda,hospital,Kangra At Tanda,Himachal Pradesh,government_public,true,null,null,tertiary,0,false,Kangra,Himachal Pradesh,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|family_planning_unmet|cancer_screening|ncd_diabetes|antenatal_care
60b6865f-c240-4059-aeb5-c5c189a4bcba,Arihant Multispeciality Hospital,hospital,Nagpur,Maharashtra,private,false,null,null,tertiary,0,false,Nagpur,Maharashtra,child_health_nutrition_hotspot,child_malnutrition|cancer_screening|infant_young_child_feeding|anaemia|child_immunization
bce09561-f3d4-47aa-bf65-cf71fe641aa3,Manjushree Diagnostic Centre,clinic,Haldia,West Bengal,private,false,null,null,tertiary,0,false,Purba Medinipur,West Bengal,mixed_need_profile,family_planning_unmet|child_malnutrition|cancer_screening|child_immunization|ncd_diabetes
7ad719cf-9e0e-4a4e-b04b-bd379b089f8b,Nelivigi Multispeciality and Urology Hospital,hospital,Bangalore,Karnataka,private,false,50,14,tertiary,3,true,Bangalore,Karnataka,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|child_immunization|cancer_screening|ncd_diabetes|ncd_diabetes
a8817326-159e-4cbb-8eb6-3c1b013900cc,Premier Hospital,hospital,Hyderabad,Telangana,private,false,100,1,tertiary,2,true,Hyderabad,Telangana,child_health_nutrition_hotspot+ncd_rising,child_immunization|child_malnutrition|cancer_screening|infant_young_child_feeding|ncd_hypertension
4d66c078-5ec5-4085-beb7-5357efc96d43,Arihant X-Ray & Sonography Clinic (Gandhinagar),clinic,Gandhinagar,Gujarat,private,false,null,null,secondary,0,false,Gandhinagar,Gujarat,ncd_rising+child_health_nutrition_hotspot,family_planning_unmet|child_malnutrition|cancer_screening|child_immunization|infant_young_child_feeding
d50da60e-c33f-42ff-b49e-84fd2fb47659,"Madhav Homoeopathic Medical College and Hospital, Sirohi",hospital,Sirohi,Rajasthan,private,false,25,null,tertiary,0,false,Sirohi,Rajasthan,child_health_nutrition_hotspot,child_malnutrition|cancer_screening|child_immunization|female_education|infant_young_child_feeding
9d37369f-c19d-48c4-879a-f76aea213911,Eeshan Healthcare,clinic,Delhi,Delhi,null,false,null,1,tertiary,0,false,North West,NCT of Delhi,child_health_nutrition_hotspot+ncd_rising,child_immunization|infant_young_child_feeding|child_malnutrition|cancer_screening|ncd_hypertension
3f7524c7-f0cc-42d8-b86b-bbab020e1b0b,"Ravindra Hospital, Panipat",hospital,Panipat,Haryana,government_public,true,45,null,tertiary,0,false,Panipat,Haryana,child_health_nutrition_hotspot+ncd_rising,child_immunization|infant_young_child_feeding|cancer_screening|anaemia|child_immunization
ed1ce467-ec12-42cf-b6e3-92859add7127,"General Hospital, Thalassery",hospital,Thalassery,Kerala,government_public,true,null,null,tertiary,1,true,Kottayam,Kerala,ncd_rising,family_planning_unmet|cancer_screening|ncd_diabetes|ncd_diabetes|ncd_hypertension
ab4032f7-4b74-44e9-b35f-ae339c8fcd20,Matruchhaya Surgical Gasteroenterology Clinic - Laproscopic & Endoscopic GI Surgeon,clinic,Nagpur,Maharashtra,private,false,null,null,tertiary,1,true,Nagpur,Maharashtra,child_health_nutrition_hotspot,child_malnutrition|cancer_screening|infant_young_child_feeding|anaemia|child_immunization
20b719e3-18a8-45a5-a9ee-bc5917aa815b,Well Baby Clinic,clinic,Nagpur,Maharashtra,private,false,null,null,tertiary,1,true,Nagpur,Maharashtra,child_health_nutrition_hotspot,child_malnutrition|cancer_screening|infant_young_child_feeding|anaemia|child_immunization
84db9f34-44b6-44fd-a534-5cc259b07da5,QSCAN Diagnostics and Intervention Radiology Centre,clinic,Vadodara,Gujarat,private,false,null,1,secondary,0,false,Vadodara,Gujarat,child_health_nutrition_hotspot+ncd_rising,child_malnutrition|family_planning_unmet|cancer_screening|child_immunization|infant_young_child_feeding
4a80ca71-5d8d-4686-8fe8-e905d0cb0055,Sai Dental Care Nayagarh,dentist,Nayagarh,Odisha,private,false,null,null,secondary,0,false,Nayagarh,Odisha,ncd_rising,cancer_screening|ncd_diabetes|ncd_diabetes|adult_overnutrition_obesity|anaemia
66949002-f711-4a04-9a6e-173b767c3c10,Buddha Super Speciality Hospital,hospital,Bijnor,Uttar Pradesh,private,false,null,null,secondary,0,false,Bijnor,Uttar Pradesh,mixed_need_profile,infant_young_child_feeding|cancer_screening|anaemia|family_planning_unmet|micronutrient_fortification
5c8dd018-ebd0-4403-9998-6e85bc2fe643,Sakhiyadentalclinic,dentist,Surat,Gujarat,private,false,null,null,primary,0,false,Surat,Gujarat,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|infant_young_child_feeding|anaemia|ncd_diabetes
48082c4f-5580-47b7-9477-656e8245c456,Sri Devi Meenakshi Hospital,hospital,Madurai,Tamil Nadu,private,false,null,null,secondary,0,false,Madurai,Tamil Nadu,ncd_rising,cancer_screening|ncd_diabetes|ncd_diabetes|child_malnutrition|ncd_hypertension
a4a146a0-3c68-4c47-b9d5-88c053a5bca0,Yash Orthopedic Hospital - Kalol,hospital,Kalol,Gujarat,null,false,null,1,tertiary,0,false,Gandhinagar,Gujarat,ncd_rising+child_health_nutrition_hotspot,family_planning_unmet|child_malnutrition|cancer_screening|child_immunization|infant_young_child_feeding
e9680e97-afa2-4c5f-ad73-27ba4fe057d2,Patel Hospital,hospital,Rudhauli,Uttar Pradesh,private,false,null,null,primary,0,false,Basti,Uttar Pradesh,child_health_nutrition_hotspot,child_immunization|child_malnutrition|cancer_screening|child_illness_care|infant_young_child_feeding
82b68813-574a-464f-b755-00a9027ae012,Nalam Hospital,hospital,Chennai,Salem,private,false,54,33,tertiary,0,false,Madurai,Tamil Nadu,ncd_rising,cancer_screening|ncd_diabetes|ncd_diabetes|child_malnutrition|ncd_hypertension
03a09298-34fe-4c9f-ac30-11750a5f6462,Dental Care Centre,clinic,Ranchi,Jharkhand,private,false,null,null,tertiary,0,false,Ranchi,Jharkhand,child_health_nutrition_hotspot,child_immunization|child_malnutrition|cancer_screening|anaemia|family_planning_unmet
0e268cbd-8d08-4d2c-8913-895f2f227f8b,Mohan Eye Institute,hospital,New Delhi,Delhi,private,false,null,null,tertiary,0,false,Central,NCT of Delhi,child_health_nutrition_hotspot+ncd_rising,child_malnutrition|child_immunization|cancer_screening|family_planning_unmet|ncd_hypertension
1ea3efe5-723c-48d6-8542-af28e5d67318,General Hospital Jn Thiruvananthapuram,hospital,Thiruvananthapuram,Kerala,government_public,true,150,null,tertiary,0,false,Thiruvananthapuram,Kerala,ncd_rising,family_planning_unmet|child_immunization|cancer_screening|ncd_diabetes|ncd_diabetes
8dec4e96-183f-466e-ad30-9597d8c99819,Riddhi Diagnostics,clinic,Bilaspur,Chhattisgarh,private,false,null,1,secondary,1,true,Bilaspur,Chhattisgarh,child_health_nutrition_hotspot,child_immunization|child_malnutrition|family_planning_unmet|cancer_screening|ncd_hypertension
35075c4b-0e23-4c0a-b01d-ccc77fe07963,Regional Mental Hospital Nagpur,hospital,Nagpur,Maharashtra,government_public,true,2540,null,secondary,0,false,Pune,Maharashtra,child_health_nutrition_hotspot,child_immunization|family_planning_unmet|child_malnutrition|cancer_screening|infant_young_child_feeding
2f5d3c0a-3385-4a16-b5c1-bf51153e0ca6,Ashwini Clinic,clinic,Hyderabad,Telangana,private,false,null,null,secondary,1,true,Ranga Reddy,Telangana,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|child_immunization|cancer_screening|infant_young_child_feeding|ncd_hypertension
5a52ace0-8c46-47e3-a1f2-6d923e2ed26e,Kimaya Mind Clinic,clinic,Mumbai,Maharashtra,private,false,null,null,secondary,1,true,Mumbai,Maharashtra,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|infant_young_child_feeding|ncd_diabetes|ncd_diabetes
0f381b66-373c-42ac-95c7-de4ddb98f82b,Manglam Diagnostics Hansi,clinic,Hansi,Haryana,private,false,null,2,tertiary,0,false,Hisar,Haryana,ncd_rising+child_health_nutrition_hotspot,infant_young_child_feeding|cancer_screening|child_malnutrition|ncd_hypertension|anaemia
e925791c-c53d-4445-ac71-3d60443681e0,Bangur Medical Centre,clinic,Kolkota,West Bengal,null,false,null,null,secondary,0,false,North Twenty Four Pargana,West Bengal,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|ncd_diabetes|ncd_diabetes|anaemia
45f192ec-bdb1-48d5-a129-2862a025b596,Sanjivani Hospital Dewas,hospital,Dewas,Madhya Pradesh,private,false,null,null,tertiary,0,false,Dewas,Madhya Pradesh,child_health_nutrition_hotspot,child_malnutrition|cancer_screening|infant_young_child_feeding|ncd_hypertension|anaemia
142bcb47-6641-476f-8d1d-99ccbbd623ab,Maa Hospital,hospital,Lucknow,Uttar Pradesh,private,false,500,null,tertiary,3,true,Ghaziabad,Uttar Pradesh,child_health_nutrition_hotspot+ncd_rising,child_immunization|infant_young_child_feeding|cancer_screening|child_malnutrition|ncd_diabetes
f8588ca9-14f7-48cb-b71c-90d91d710ad1,Mehi Skin Clinic - Sevoke Road,clinic,Siliguri,West Bengal,private,false,null,1,primary,1,true,Darjiling,West Bengal,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|ncd_hypertension|infant_young_child_feeding|ncd_hypertension
9d940793-0c2f-4104-9e86-1eb4e7d0d1db,Sunrise Hospitals,hospital,Vijayawada,Andhra Pradesh,private,false,100,5,tertiary,0,false,Krishna,Andhra Pradesh,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|ncd_diabetes|ncd_diabetes|cancer_screening|anaemia
4155c739-957e-43c1-a1dc-30dea4977104,"Amulya Jyoti Eye Foundation — 22/26, Monohar Pukur Road, GS Tower-1st Floor, Kolkata, West Bengal 700029",clinic,Kolkata,West Bengal,trust_charitable,false,null,2,secondary,0,false,Kolkata,West Bengal,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|child_immunization|cancer_screening|ncd_diabetes|ncd_diabetes
a1ac2185-6ab7-42ca-86ec-b3967622e891,Agarwal Chest And Dental Care Center,clinic,Meerut City,Uttar Pradesh,private,false,null,1,tertiary,1,true,Meerut,Uttar Pradesh,ncd_rising+child_health_nutrition_hotspot,infant_young_child_feeding|cancer_screening|anaemia|child_immunization|child_malnutrition
9ca77b40-545c-4682-a935-470183b43952,Trust Hospital,hospital,Kakinada,Andhra Pradesh,trust_charitable,false,null,14,secondary,0,false,East Godavari,Andhra Pradesh,child_health_nutrition_hotspot+ncd_rising,child_immunization|cancer_screening|family_planning_unmet|ncd_diabetes|ncd_diabetes
46057431-b363-4300-b050-a4436a4a245f,Healthy Heart Clinic,clinic,Nagpur,Maharashtra,private,false,null,null,secondary,1,true,Nagpur,Maharashtra,child_health_nutrition_hotspot,child_malnutrition|cancer_screening|infant_young_child_feeding|anaemia|child_immunization
3a3f8683-4cea-492b-af7f-721b19974471,Shining 32 Multi Speciality Dental Clinic,clinic,Jamshedpur,Jharkhand,private,false,null,null,secondary,0,false,Purbi Singhbhum,Jharkhand,child_health_nutrition_hotspot+ncd_rising,child_malnutrition|cancer_screening|family_planning_unmet|infant_young_child_feeding|wash_sanitation
1fb1b011-c04e-49ae-baf6-039dec19f23c,Sudan Dental Clinic,clinic,Jammu,Jammu And Kashmir,private,false,null,1,secondary,0,false,Jammu,Jammu & Kashmir,child_health_nutrition_hotspot+ncd_rising,child_immunization|child_malnutrition|cancer_screening|infant_young_child_feeding|adult_overnutrition_obesity
739c6d31-3d88-4dcc-b950-18a8968c6ddc,Anish Hospital,hospital,Ambernath,Maharashtra,private,false,null,6,tertiary,1,true,Mumbai Suburban,Maharashtra,ncd_rising,child_malnutrition|cancer_screening|family_planning_unmet|ncd_diabetes|ncd_diabetes
760e5aa8-c490-475d-8fec-382b73b09d46,Janta Hospital,hospital,Amritsar,Punjab,null,false,50,100,tertiary,0,false,Amritsar,Punjab,ncd_rising+child_health_nutrition_hotspot,child_immunization|infant_young_child_feeding|cancer_screening|ncd_hypertension|ncd_hypertension
8ae6e524-b0f5-4943-b68f-17eb8b32e8ba,"Dr. KM Cherian Institute of Medical Sciences (KMC Hospital, Chengannur)",hospital,Chengannur,Kerala,private,false,null,null,tertiary,1,true,Alappuzha,Kerala,ncd_rising+child_health_nutrition_hotspot,child_immunization|family_planning_unmet|cancer_screening|ncd_diabetes|ncd_hypertension
69310b5c-6e14-4ffc-aec6-06bf179a0e2b,Tooth Basics Dental Care Centre,dentist,Indore,Madhya Pradesh,private,false,null,null,secondary,0,false,Indore,Madhya Pradesh,child_health_nutrition_hotspot,cancer_screening|child_immunization|child_malnutrition|infant_young_child_feeding|anaemia
